Relatório de campanha
1 de janeiro de 2026 - 30 de junho de 2026
Mês,Status da campanha,Campanha,Orçamento,Nome do orçamento,Tipo de orçamento,Código da moeda,Status,Motivos do status,ID da campanha,Tipo de campanha,Tipo de estratégia de lances,Custo,Impr.,Cliques,Conversões,Taxa de conv.,Valor conv.,Valor conv. / custo,CPC méd.,Custo / conv.,CTR,CPM médio,Parcela impr rede de pesquisa,Parc impr perd rede de pesquisa (orç),% de sessões engajadas (GA4),Eventos / sessão (GA4),Freq. méd. impr. / usuário,Usuários exclusivos
fevereiro de 2026,Pausada,{DIS} 2019 - OFERTAS DE 10 A16.01.19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1673044445,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} 2019 - OFERTAS DE 10 A16.01.19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1673044445,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} 2019 - OFERTAS DE 10 A16.01.19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1673044445,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} 2019 - OFERTAS DE 10 A16.01.19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1673044445,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} 2019 - OFERTAS DE 10 A16.01.19,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1673044445,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{DIS} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1668886767,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{DIS} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1668886767,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{DIS} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1668886767,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{DIS} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1668886767,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{DIS} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1668886767,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{DIS} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada,1668886767,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{PESQ} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1668190972,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{PESQ} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1668190972,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{PESQ} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1668190972,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{PESQ} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1668190972,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{PESQ} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1668190972,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{PESQ} CIRCO DE DIVERSÕES 2019,"80,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1668190972,Pesquisa,Maximizar conversões (CPA desejado),"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,OFERTAS DE 20 A 24/12,"80,00", --,Diário,BRL,Pausado,campanha pausada,1659509733,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,OFERTAS DE 20 A 24/12,"80,00", --,Diário,BRL,Pausado,campanha pausada,1659509733,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,OFERTAS DE 20 A 24/12,"80,00", --,Diário,BRL,Pausado,campanha pausada,1659509733,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,OFERTAS DE 20 A 24/12,"80,00", --,Diário,BRL,Pausado,campanha pausada,1659509733,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,OFERTAS DE 20 A 24/12,"80,00", --,Diário,BRL,Pausado,campanha pausada,1659509733,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,OFERTAS DE 20 A 24/12,"80,00", --,Diário,BRL,Pausado,campanha pausada,1659509733,Display,CPC manual,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,OFERTAS DE 13 A 19/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1653566630,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,OFERTAS DE 13 A 19/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1653566630,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,OFERTAS DE 13 A 19/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1653566630,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,OFERTAS DE 13 A 19/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1653566630,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,OFERTAS DE 13 A 19/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1653566630,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,OFERTAS DE 13 A 19/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1653566630,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,OFERTAS DE 06 A 12/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1647559178,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,OFERTAS DE 06 A 12/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1647559178,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,OFERTAS DE 06 A 12/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1647559178,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,OFERTAS DE 06 A 12/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1647559178,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,OFERTAS DE 06 A 12/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1647559178,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,OFERTAS DE 06 A 12/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1647559178,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Espetáculos de Natal 2018,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1643008301,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Espetáculos de Natal 2018,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1643008301,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Espetáculos de Natal 2018,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1643008301,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Espetáculos de Natal 2018,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1643008301,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Espetáculos de Natal 2018,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1643008301,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Espetáculos de Natal 2018,"30,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1643008301,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,{PESQ} Cinema Férias,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1642866847,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,{PESQ} Cinema Férias,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1642866847,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,{PESQ} Cinema Férias,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1642866847,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,{PESQ} Cinema Férias,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1642866847,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,{PESQ} Cinema Férias,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1642866847,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,{PESQ} Cinema Férias,"100,00", --,Diário,BRL,Pausado,campanha pausada; Todos os grupos de anúncios estão pausados,1642866847,Pesquisa,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,OFERTAS DE 29/11 A 05/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1641381553,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,OFERTAS DE 29/11 A 05/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1641381553,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,OFERTAS DE 29/11 A 05/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1641381553,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,OFERTAS DE 29/11 A 05/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1641381553,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,OFERTAS DE 29/11 A 05/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1641381553,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,OFERTAS DE 29/11 A 05/12,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1641381553,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,BLACK FRIDAY 2018,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1634884527,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,BLACK FRIDAY 2018,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1634884527,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,BLACK FRIDAY 2018,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1634884527,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,BLACK FRIDAY 2018,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1634884527,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,BLACK FRIDAY 2018,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1634884527,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,BLACK FRIDAY 2018,"160,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada; alguns anúncios foram reprovados,1634884527,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,Ofertas 15 a 21 de novembro,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1628280917,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,Ofertas 15 a 21 de novembro,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1628280917,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,Ofertas 15 a 21 de novembro,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1628280917,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,Ofertas 15 a 21 de novembro,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1628280917,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,Ofertas 15 a 21 de novembro,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1628280917,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,Ofertas 15 a 21 de novembro,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1628280917,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Removida,OFERTAS 08 A 14/11,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1622945032,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Removida,OFERTAS 08 A 14/11,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1622945032,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Removida,OFERTAS 08 A 14/11,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1622945032,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Removida,OFERTAS 08 A 14/11,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1622945032,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Removida,OFERTAS 08 A 14/11,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1622945032,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Removida,OFERTAS 08 A 14/11,"80,00", --,Diário,BRL,Removido,campanha removida; campanha finalizada,1622945032,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,OFERTAS DE 08 A 14/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1622940436,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,OFERTAS DE 08 A 14/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1622940436,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,OFERTAS DE 08 A 14/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1622940436,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,OFERTAS DE 08 A 14/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1622940436,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,OFERTAS DE 08 A 14/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1622940436,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,OFERTAS DE 08 A 14/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1622940436,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,OFERTAS  de 01 a 05/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1617180866,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,OFERTAS  de 01 a 05/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1617180866,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,OFERTAS  de 01 a 05/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1617180866,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,OFERTAS  de 01 a 05/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1617180866,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,OFERTAS  de 01 a 05/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1617180866,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,OFERTAS  de 01 a 05/11,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1617180866,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,OFERTAS 25 a 31/10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1603074205,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,OFERTAS 25 a 31/10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1603074205,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,OFERTAS 25 a 31/10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1603074205,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,OFERTAS 25 a 31/10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1603074205,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,OFERTAS 25 a 31/10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1603074205,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
junho de 2026,Pausada,OFERTAS 25 a 31/10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1603074205,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
janeiro de 2026,Pausada,OFERTAS 18 a 24.10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1596575031,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
fevereiro de 2026,Pausada,OFERTAS 18 a 24.10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1596575031,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
março de 2026,Pausada,OFERTAS 18 a 24.10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1596575031,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
abril de 2026,Pausada,OFERTAS 18 a 24.10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1596575031,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
maio de 2026,Pausada,OFERTAS 18 a 24.10,"80,00", --,Diário,BRL,Pausado,campanha pausada; campanha finalizada,1596575031,Display,Maximizar cliques,"0,00",0,0,"0,00","0,00%","0,00","0,00",0,"0,00", --,0, --, --, --,0,,
